Municipi;Municipi forma indexada;Cap de municipi;Cap de municipi indexada;Codi municipi;Codi municipi INE;Comarca;Codi comarca;Abreviatura comarca;Província;Codi província;UTM X;UTM Y;Longitud;Latitud
Castellnou de Bages;Castellnou de Bages;Castellnou de Bages;Castellnou de Bages;080620;08062;Bages;7;BAG;Barcelona;08;403464;4632030;1.837371486;41.834282461
Fonollosa;Fonollosa;Fonollosa;Fonollosa;080847;08084;Bages;7;BAG;Barcelona;08;389336;4624363;1.668692236;41.76339325
Gaià;Gaià;Gaià;Gaià;080902;08090;Bages;7;BAG;Barcelona;08;410908;4641063;1.92564494;41.916492689
Manresa;Manresa;Manresa;Manresa;081136;08113;Bages;7;BAG;Barcelona;08;402434;4619716;1.826997476;41.723263566
Marganell;Marganell;Marganell;Marganell;082423;08242;Bages;7;BAG;Barcelona;08;399172;4610622;1.789319151;41.640967279
Monistrol de Montserrat;Monistrol de Montserrat;Monistrol de Montserrat;Monistrol de Montserrat;081271;08127;Bages;7;BAG;Barcelona;08;403554;4607082;1.842495088;41.609623457
Mura;Mura;Mura;Mura;081398;08139;Bages;7;BAG;Barcelona;08;414814;4616927;1.976205065;41.699572587
Navarcles;Navarcles;Navarcles;Navarcles;081402;08140;Bages;7;BAG;Barcelona;08;408859;4622780;1.903756546;41.751617501
Navàs;Navàs;Navàs;Navàs;081419;08141;Bages;7;BAG;Barcelona;08;407009;4639275;1.878918213;41.899946911
Rajadell;Rajadell;Rajadell;Rajadell;081786;08178;Bages;7;BAG;Barcelona;08;392379;4620391;1.706016465;41.728041209
Sallent;Sallent;Sallent;Sallent;081918;08191;Bages;7;BAG;Barcelona;08;408360;4630863;1.896504192;41.824352288
Sant Feliu Sasserra;Sant Feliu Sasserra;Sant Feliu Sasserra;Sant Feliu Sasserra;082129;08212;Bages;7;BAG;Barcelona;08;418969;4644063;2.022428853;41.944377984
Sant Fruitós de Bages;Sant Fruitós de Bages;Sant Fruitós de Bages;Sant Fruitós de Bages;082135;08213;Bages;7;BAG;Barcelona;08;406359;4622725;1.873697176;41.750831276
Sant Joan de Vilatorrada;Sant Joan de Vilatorrada;Sant Joan de Vilatorrada;Sant Joan de Vilatorrada;082188;08218;Bages;7;BAG;Barcelona;08;400627;4622208;1.804859378;41.745484839
Sant Mateu de Bages;Sant Mateu de Bages;Sant Mateu de Bages;Sant Mateu de Bages;082299;08229;Bages;7;BAG;Barcelona;08;394713;4627975;1.732732068;41.79665276
Sant Salvador de Guardiola;Sant Salvador de Guardiola;Sant Salvador de Guardiola;Sant Salvador de Guardiola;080983;08098;Bages;7;BAG;Barcelona;08;397370;4614921;1.766947392;41.679447474
Sant Vicenç de Castellet;Sant Vicenç de Castellet;Sant Vicenç de Castellet;Sant Vicenç de Castellet;082628;08262;Bages;7;BAG;Barcelona;08;405418;4613264;1.863882735;41.665517914
Santpedor;Santpedor;Santpedor;Santpedor;081923;08192;Bages;7;BAG;Barcelona;08;403539;4626342;1.839202199;41.783069923
Súria;Súria;Súria;Súria;082747;08274;Bages;7;BAG;Barcelona;08;396562;4631789;1.754309091;41.831241212
Talamanca;Talamanca;Talamanca;Talamanca;082779;08277;Bages;7;BAG;Barcelona;08;414951;4621210;1.977249747;41.738157321
Castellbell i el Vilar;Castellbell i el Vilar;el Borràs;Borràs, el;080538;08053;Bages;7;BAG;Barcelona;08;405366;4609319;1.863881187;41.629992353
el Pont de Vilomara i Rocafort;Pont de Vilomara i Rocafort, el;el Pont de Vilomara;Pont de Vilomara, el;081825;08182;Bages;7;BAG;Barcelona;08;406031;4617081;1.870647966;41.699968218
Alforja;Alforja;Alforja;Alforja;430094;43009;Baix Camp;8;BCA;Tarragona;43;330267;4564086;0.975413192;41.210359353
Almoster;Almoster;Almoster;Almoster;430115;43011;Baix Camp;8;BCA;Tarragona;43;341822;4562424;1.113597785;41.197744181
Arbolí;Arbolí;Arbolí;Arbolí;430154;43015;Baix Camp;8;BCA;Tarragona;43;328113;4567689;0.948724552;41.242347149
Botarell;Botarell;Botarell;Botarell;430332;43033;Baix Camp;8;BCA;Tarragona;43;331217;4555809;0.989014862;41.136051566
Cambrils;Cambrils;Cambrils;Cambrils;430385;43038;Baix Camp;8;BCA;Tarragona;43;336324;4548837;1.051688034;41.07432746
Capafonts;Capafonts;Capafonts;Capafonts;430398;43039;Baix Camp;8;BCA;Tarragona;43;334850;4573379;1.027527497;41.294971502
Castellvell del Camp;Castellvell del Camp;Castellvell del Camp;Castellvell del Camp;430424;43042;Baix Camp;8;BCA;Tarragona;43;340329;4560617;1.096268921;41.18117702
Colldejou;Colldejou;Colldejou;Colldejou;430458;43045;Baix Camp;8;BCA;Tarragona;43;322599;4551953;0.887520569;41.099503992
Duesaigües;Duesaigües;Duesaigües;Duesaigües;430537;43053;Baix Camp;8;BCA;Tarragona;43;326357;4557041;0.930800358;41.146113085
Maspujols;Maspujols;Maspujols;Maspujols;430810;43081;Baix Camp;8;BCA;Tarragona;43;336098;4560779;1.045809407;41.181793315
Mont-roig del Camp;Mont-roig del Camp;Mont-roig del Camp;Mont-roig del Camp;430923;43092;Baix Camp;8;BCA;Tarragona;43;328470;4550563;0.957769917;41.088250856
Montbrió del Camp;Montbrió del Camp;Montbrió del Camp;Montbrió del Camp;430884;43088;Baix Camp;8;BCA;Tarragona;43;332395;4554079;1.003519447;41.120723511
Prades;Prades;Prades;Prades;431166;43116;Baix Camp;8;BCA;Tarragona;43;331571;4575082;0.98792525;41.309621739
Pratdip;Pratdip;Pratdip;Pratdip;431188;43118;Baix Camp;8;BCA;Tarragona;43;321075;4546582;0.870944606;41.050818679
Reus;Reus;Reus;Reus;431233;43123;Baix Camp;8;BCA;Tarragona;43;341314;4557699;1.108762995;41.155105448
Riudecanyes;Riudecanyes;Riudecanyes;Riudecanyes;431270;43127;Baix Camp;8;BCA;Tarragona;43;328823;4555211;0.960676325;41.130167103
Riudecols;Riudecols;Riudecols;Riudecols;431286;43128;Baix Camp;8;BCA;Tarragona;43;330212;4559439;0.976047452;41.168514993
Riudoms;Riudoms;Riudoms;Riudoms;431299;43129;Baix Camp;8;BCA;Tarragona;43;336470;4556005;1.051519302;41.138891579
Vandellòs i l'Hospitalet de l'Infant;Vandellòs i l'Hospitalet de l'Infant;Vandellòs;Vandellòs;431628;43162;Baix Camp;8;BCA;Tarragona;43;317656;4543231;0.831280095;41.019893933
Vilanova d'Escornalbou;Vilanova d'Escornalbou;Vilanova d'Escornalbou;Vilanova d'Escornalbou;431671;43167;Baix Camp;8;BCA;Tarragona;43;326758;4553339;0.936626812;41.112872102
Vilaplana;Vilaplana;Vilaplana;Vilaplana;431690;43169;Baix Camp;8;BCA;Tarragona;43;335156;4565995;1.033187166;41.228561921
Vinyols i els Arcs;Vinyols i els Arcs;Vinyols;Vinyols;431785;43178;Baix Camp;8;BCA;Tarragona;43;335396;4553239;1.03947161;41.113771387
l'Albiol;Albiol, l';l'Albiol;Albiol, l';430038;43003;Baix Camp;8;BCA;Tarragona;43;339902;4568498;1.089126795;41.252050566
l'Aleixar;Aleixar, l';l'Aleixar;Aleixar, l';430075;43007;Baix Camp;8;BCA;Tarragona;43;336179;4562981;1.046193119;41.201631882
l'Argentera;Argentera, l';l'Argentera;Argentera, l';430173;43017;Baix Camp;8;BCA;Tarragona;43;324528;4556128;0.909283103;41.137500707
la Febró;Febró, la;la Febró;Febró, la;430574;43057;Baix Camp;8;BCA;Tarragona;43;332832;4571461;1.00397576;41.277287704
la Selva del Camp;Selva del Camp, la;la Selva del Camp;Selva del Camp, la;431457;43145;Baix Camp;8;BCA;Tarragona;43;343833;4564336;1.137083404;41.215348961
les Borges del Camp;Borges del Camp, les;les Borges del Camp;Borges del Camp, les;430311;43031;Baix Camp;8;BCA;Tarragona;43;333855;4559744;1.019367456;41.172018076
Aldover;Aldover;Aldover;Aldover;430069;43006;Baix Ebre;9;BEB;Tarragona;43;289360;4528434;0.500058469;40.879900446
Alfara de Carles;Alfara de Carles;Alfara de Carles;Alfara de Carles;430081;43008;Baix Ebre;9;BEB;Tarragona;43;280955;4527950;0.40056526;40.873344865
Benifallet;Benifallet;Benifallet;Benifallet;430252;43025;Baix Ebre;9;BEB;Tarragona;43;291152;4538827;0.517808189;40.973902617
Camarles;Camarles;Camarles;Camarles;439039;43903;Baix Ebre;9;BEB;Tarragona;43;303334;4516076;0.669673104;40.772140684
Deltebre;Deltebre;Deltebre;Deltebre;439018;43901;Baix Ebre;9;BEB;Tarragona;43;308715;4509945;0.735259155;40.718221516
Paüls;Paüls;Paüls;Paüls;431021;43102;Baix Ebre;9;BEB;Tarragona;43;281100;4533401;0.400361806;40.922439616
Roquetes;Roquetes;Roquetes;Roquetes;431331;43133;Baix Ebre;9;BEB;Tarragona;43;289419;4521820;0.50298736;40.820392819
Tivenys;Tivenys;Tivenys;Tivenys;431495;43149;Baix Ebre;9;BEB;Tarragona;43;290491;4531450;0.5124489;40.907334245
Tortosa;Tortosa;Tortosa;Tortosa;431554;43155;Baix Ebre;9;BEB;Tarragona;43;290878;4520736;0.52064304;40.811008121
Xerta;Xerta;Xerta;Xerta;430521;43052;Baix Ebre;9;BEB;Tarragona;43;288648;4531402;0.490609099;40.906435212
el Perelló;Perelló, el;el Perelló;Perelló, el;431042;43104;Baix Ebre;9;BEB;Tarragona;43;307238;4527453;0.712376156;40.875480149
l'Aldea;Aldea, l';l'Aldea;Aldea, l';439044;43904;Baix Ebre;9;BEB;Tarragona;43;299267;4513421;0.622370716;40.74726814
l'Ametlla de Mar;Ametlla de Mar, l';l'Ametlla de Mar;Ametlla de Mar, l';430136;43013;Baix Ebre;9;BEB;Tarragona;43;314913;4528199;0.803165906;40.883957867
l'Ampolla;Ampolla, l';l'Ampolla;Ampolla, l';439060;43906;Baix Ebre;9;BEB;Tarragona;43;306866;4520439;0.710140873;40.812251258
Albons;Albons;Albons;Albons;170046;17004;Baix Empordà;10;BEM;Girona;17;507052;4661371;3.085288573;42.104398466
Begur;Begur;Begur;Begur;170139;17013;Baix Empordà;10;BEM;Girona;17;517162;4644727;3.20707327;41.95433767
Bellcaire d'Empordà;Bellcaire d'Empordà;Bellcaire d'Empordà;Bellcaire d'Empordà;170182;17018;Baix Empordà;10;BEM;Girona;17;507797;4658747;3.094270988;42.080760047
Calonge i Sant Antoni;Calonge i Sant Antoni;Calonge;Calonge;170340;17034;Baix Empordà;10;BEM;Girona;17;506113;4634531;3.073651618;41.862664893
Colomers;Colomers;Colomers;Colomers;170558;17055;Baix Empordà;10;BEM;Girona;17;498974;4659122;2.987594776;42.084172067
Corçà;Corçà;Corçà;Corçà;170577;17057;Baix Empordà;10;BEM;Girona;17;501477;4648601;3.017835075;41.989412478
Foixà;Foixà;Foixà;Foixà;170681;17068;Baix Empordà;10;BEM;Girona;17;499714;4654180;2.99654599;42.039661297
Fontanilles;Fontanilles;Fontanilles;Fontanilles;170708;17070;Baix Empordà;10;BEM;Girona;17;508868;4650886;3.107097027;42.009947571
Garrigoles;Garrigoles;Garrigoles;Garrigoles;170767;17076;Baix Empordà;10;BEM;Girona;17;501717;4661332;3.020771738;42.10407368
Gualta;Gualta;Gualta;Gualta;170813;17081;Baix Empordà;10;BEM;Girona;17;508572;4652946;3.103551845;42.028501161
Jafre;Jafre;Jafre;Jafre;170852;17085;Baix Empordà;10;BEM;Girona;17;500878;4657768;3.010617083;42.071975709
Mont-ras;Mont-ras;Mont-ras;Mont-ras;171100;17110;Baix Empordà;10;BEM;Girona;17;511879;4639700;3.143230296;41.909153801
Palafrugell;Palafrugell;Palafrugell;Palafrugell;171175;17117;Baix Empordà;10;BEM;Girona;17;513603;4640334;3.164038525;41.914840479
Palamós;Palamós;Palamós;Palamós;171181;17118;Baix Empordà;10;BEM;Girona;17;510740;4632774;3.12937825;41.846787721
Palau-sator;Palau-sator;Palau-sator;Palau-sator;171215;17121;Baix Empordà;10;BEM;Girona;17;509154;4648602;3.110515817;41.989367485
Pals;Pals;Pals;Pals;171241;17124;Baix Empordà;10;BEM;Girona;17;512009;4646566;3.144940997;41.970992576
Parlavà;Parlavà;Parlavà;Parlavà;171267;17126;Baix Empordà;10;BEM;Girona;17;502478;4652235;3.029928439;42.022144519
Castell d'Aro, Platja d'Aro i s'Agaró;Castell d'Aro, Platja d'Aro i s'Agaró;Platja d'Aro;Platja d'Aro;170486;17048;Baix Empordà;10;BEM;Girona;17;505682;4629512;3.068417874;41.817467718
Regencós;Regencós;Regencós;Regencós;171447;17144;Baix Empordà;10;BEM;Girona;17;514080;4644510;3.169889969;41.952445867
Rupià;Rupià;Rupià;Rupià;171539;17153;Baix Empordà;10;BEM;Girona;17;500899;4652043;3.010858704;42.020417429
Sant Feliu de Guíxols;Sant Feliu de Guíxols;Sant Feliu de Guíxols;Sant Feliu de Guíxols;171609;17160;Baix Empordà;10;BEM;Girona;17;502377;4625394;3.028607211;41.780385574
Cruïlles, Monells i Sant Sadurní de l'Heura;Cruïlles, Monells i Sant Sadurní de l'Heura;Sant Sadurní de l'Heura;Sant Sadurní de l'Heura;179011;17901;Baix Empordà;10;BEM;Girona;17;499238;4644950;2.990801454;41.956528472
Santa Cristina d'Aro;Santa Cristina d'Aro;Santa Cristina d'Aro;Santa Cristina d'Aro;171812;17181;Baix Empordà;10;BEM;Girona;17;499697;4628979;2.996348425;41.812686155
Serra de Daró;Serra de Daró;Serra de Daró;Serra de Daró;171910;17191;Baix Empordà;10;BEM;Girona;17;505966;4652925;3.072067372;42.028334036
Torrent;Torrent;Torrent;Torrent;171978;17197;Baix Empordà;10;BEM;Girona;17;510583;4644456;3.127693016;41.952010867
Torroella de Montgrí;Torroella de Montgrí;Torroella de Montgrí;Torroella de Montgrí;171997;17199;Baix Empordà;10;BEM;Girona;17;510437;4654344;3.126102808;42.041070572
Ullastret;Ullastret;Ullastret;Ullastret;172057;17205;Baix Empordà;10;BEM;Girona;17;505677;4649827;3.068546281;42.000437333
Ullà;Ullà;Ullà;Ullà;172044;17204;Baix Empordà;10;BEM;Girona;17;508911;4655411;3.107679315;42.050701669
Ultramort;Ultramort;Ultramort;Ultramort;172039;17203;Baix Empordà;10;BEM;Girona;17;502854;4653849;3.034477932;42.036678819
Vall-llobrega;Vall-llobrega;Vall-llobrega;Vall-llobrega;172095;17209;Baix Empordà;10;BEM;Girona;17;510473;4636512;3.126227263;41.880467122
Verges;Verges;Verges;Verges;172116;17211;Baix Empordà;10;BEM;Girona;17;503854;4656484;3.046577287;42.060403222
Vilopriu;Vilopriu;Vilopriu;Vilopriu;172327;17232;Baix Empordà;10;BEM;Girona;17;499339;4661345;2.992002681;42.10419864
Forallac;Forallac;Vulpellac;Vulpellac;179026;17902;Baix Empordà;10;BEM;Girona;17;504496;4645348;3.054249433;41.960101197
la Bisbal d'Empordà;Bisbal d'Empordà, la;la Bisbal d'Empordà;Bisbal d'Empordà, la;170221;17022;Baix Empordà;10;BEM;Girona;17;503195;4645302;3.038550275;41.959696779
la Pera;Pera, la;la Pera;Pera, la;171306;17130;Baix Empordà;10;BEM;Girona;17;497791;4652043;2.973314569;42.020412576
la Tallada d'Empordà;Tallada d'Empordà, la;la Tallada d'Empordà;Tallada d'Empordà, la;171959;17195;Baix Empordà;10;BEM;Girona;17;504568;4658728;3.055231691;42.080607484
Abrera;Abrera;Abrera;Abrera;080018;08001;Baix Llobregat;11;BLL;Barcelona;08;408430;4596641;1.902601581;41.516171187
Begues;Begues;Begues;Begues;080207;08020;Baix Llobregat;11;BLL;Barcelona;08;409774;4576249;1.921745361;41.332672967
Castelldefels;Castelldefels;Castelldefels;Castelldefels;080569;08056;Baix Llobregat;11;BLL;Barcelona;08;414330;4570397;1.97701006;41.280472128
Castellví de Rosanes;Castellví de Rosanes;Castellví de Rosanes;Castellví de Rosanes;080667;08066;Baix Llobregat;11;BLL;Barcelona;08;408142;4589162;1.900291407;41.448785329
Cervelló;Cervelló;Cervelló;Cervelló;080689;08068;Baix Llobregat;11;BLL;Barcelona;08;412985;4583253;1.959104276;41.396106981
Collbató;Collbató;Collbató;Collbató;080692;08069;Baix Llobregat;11;BLL;Barcelona;08;402301;4602730;1.828167856;41.570286602
Corbera de Llobregat;Corbera de Llobregat;Corbera de Llobregat;Corbera de Llobregat;080728;08072;Baix Llobregat;11;BLL;Barcelona;08;410000;4585698;1.923042237;41.417798556
Cornellà de Llobregat;Cornellà de Llobregat;Cornellà de Llobregat;Cornellà de Llobregat;080734;08073;Baix Llobregat;11;BLL;Barcelona;08;422252;4578666;2.070534547;41.35574736
Esparreguera;Esparreguera;Esparreguera;Esparreguera;080765;08076;Baix Llobregat;11;BLL;Barcelona;08;405777;4599212;1.870411656;41.539014376
Esplugues de Llobregat;Esplugues de Llobregat;Esplugues de Llobregat;Esplugues de Llobregat;080771;08077;Baix Llobregat;11;BLL;Barcelona;08;423739;4581068;2.088004774;41.377521662
Gavà;Gavà;Gavà;Gavà;080898;08089;Baix Llobregat;11;BLL;Barcelona;08;416564;4572890;2.003335671;41.303157849
Martorell;Martorell;Martorell;Martorell;081141;08114;Baix Llobregat;11;BLL;Barcelona;08;410711;4591976;1.930625438;41.474420038
Molins de Rei;Molins de Rei;Molins de Rei;Molins de Rei;081234;08123;Baix Llobregat;11;BLL;Barcelona;08;417755;4585173;2.015893753;41.413902117
Olesa de Montserrat;Olesa de Montserrat;Olesa de Montserrat;Olesa de Montserrat;081477;08147;Baix Llobregat;11;BLL;Barcelona;08;407679;4599917;1.89309544;41.545592769
Pallejà;Pallejà;Pallejà;Pallejà;081574;08157;Baix Llobregat;11;BLL;Barcelona;08;416153;4586027;1.996614979;41.421430638
Sant Andreu de la Barca;Sant Andreu de la Barca;Sant Andreu de la Barca;Sant Andreu de la Barca;081960;08196;Baix Llobregat;11;BLL;Barcelona;08;414427;4588866;1.975556653;41.446815709
Sant Boi de Llobregat;Sant Boi de Llobregat;Sant Boi de Llobregat;Sant Boi de Llobregat;082009;08200;Baix Llobregat;11;BLL;Barcelona;08;420123;4577694;2.045210922;41.346777716
Sant Climent de Llobregat;Sant Climent de Llobregat;Sant Climent de Llobregat;Sant Climent de Llobregat;082042;08204;Baix Llobregat;11;BLL;Barcelona;08;415997;4576729;1.996035705;41.337674597
Sant Esteve Sesrovires;Sant Esteve Sesrovires;Sant Esteve Sesrovires;Sant Esteve Sesrovires;082080;08208;Baix Llobregat;11;BLL;Barcelona;08;405998;4594148;1.873842327;41.493443519
Sant Feliu de Llobregat;Sant Feliu de Llobregat;Sant Feliu de Llobregat;Sant Feliu de Llobregat;082114;08211;Baix Llobregat;11;BLL;Barcelona;08;420193;4581481;2.045552047;41.380899883
Sant Joan Despí;Sant Joan Despí;Sant Joan Despí;Sant Joan Despí;082172;08217;Baix Llobregat;11;BLL;Barcelona;08;421053;4579932;2.056040487;41.367027289
Sant Just Desvern;Sant Just Desvern;Sant Just Desvern;Sant Just Desvern;082212;08221;Baix Llobregat;11;BLL;Barcelona;08;422725;4582019;2.075766405;41.385986023
Sant Vicenç dels Horts;Sant Vicenç dels Horts;Sant Vicenç dels Horts;Sant Vicenç dels Horts;082634;08263;Baix Llobregat;11;BLL;Barcelona;08;417235;4582902;2.009983041;41.393392099
Santa Coloma de Cervelló;Santa Coloma de Cervelló;Santa Coloma de Cervelló;Santa Coloma de Cervelló;082444;08244;Baix Llobregat;11;BLL;Barcelona;08;417688;4580011;2.015794152;41.367404235
Torrelles de Llobregat;Torrelles de Llobregat;Torrelles de Llobregat;Torrelles de Llobregat;082896;08289;Baix Llobregat;11;BLL;Barcelona;08;414780;4579105;1.98115644;41.358939008
Vallirana;Vallirana;Vallirana;Vallirana;082956;08295;Baix Llobregat;11;BLL;Barcelona;08;410698;4582381;1.931888806;41.388007148
Viladecans;Viladecans;Viladecans;Viladecans;083015;08301;Baix Llobregat;11;BLL;Barcelona;08;418008;4574276;2.020400769;41.315789985
el Papiol;Papiol, el;el Papiol;Papiol, el;081580;08158;Baix Llobregat;11;BLL;Barcelona;08;417346;4587964;2.010620353;41.438998974
el Prat de Llobregat;Prat de Llobregat, el;el Prat de Llobregat;Prat de Llobregat, el;081691;08169;Baix Llobregat;11;BLL;Barcelona;08;424110;4575845;2.093103274;41.330512976
la Palma de Cervelló;Palma de Cervelló, la;la Palma de Cervelló;Palma de Cervelló, la;089058;08905;Baix Llobregat;11;BLL;Barcelona;08;413927;4584995;1.970123793;41.411896311
Albinyana;Albinyana;Albinyana;Albinyana;430022;43002;Baix Penedès;12;BPE;Tarragona;43;373173;4567142;1.486364127;41.245744816
Banyeres del Penedès;Banyeres del Penedès;Banyeres del Penedès;Banyeres del Penedès;430206;43020;Baix Penedès;12;BPE;Tarragona;43;381160;4570757;1.580949266;41.279506926
Bellvei;Bellvei;Bellvei;Bellvei;430249;43024;Baix Penedès;12;BPE;Tarragona;43;380725;4566521;1.576592377;41.241297131
Bonastre;Bonastre;Bonastre;Bonastre;430304;43030;Baix Penedès;12;BPE;Tarragona;43;369230;4564443;1.439895627;41.220809713
Calafell;Calafell;Calafell;Calafell;430379;43037;Baix Penedès;12;BPE;Tarragona;43;379986;4562076;1.568641739;41.201158521
Cunit;Cunit;Cunit;Cunit;430516;43051;Baix Penedès;12;BPE;Tarragona;43;385500;4561686;1.634466186;41.198446298
Llorenç del Penedès;Llorenç del Penedès;Llorenç del Penedès;Llorenç del Penedès;430748;43074;Baix Penedès;12;BPE;Tarragona;43;378837;4571174;1.553134736;41.282917917
Masllorenç;Masllorenç;Masllorenç;Masllorenç;430799;43079;Baix Penedès;12;BPE;Tarragona;43;367193;4569862;1.414427941;41.26927629
Sant Jaume dels Domenys;Sant Jaume dels Domenys;Sant Jaume dels Domenys;Sant Jaume dels Domenys;431378;43137;Baix Penedès;12;BPE;Tarragona;43;379352;4572982;1.558929195;41.299280779
Santa Oliva;Santa Oliva;Santa Oliva;Santa Oliva;431401;43140;Baix Penedès;12;BPE;Tarragona;43;378577;4567869;1.55069958;41.253117965
el Vendrell;Vendrell, el;el Vendrell;Vendrell, el;431634;43163;Baix Penedès;12;BPE;Tarragona;43;377195;4564238;1.534929051;41.220214079
l'Arboç;Arboç, l';l'Arboç;Arboç, l';430167;43016;Baix Penedès;12;BPE;Tarragona;43;383029;4569408;1.60352186;41.267638021
la Bisbal del Penedès;Bisbal del Penedès, la;la Bisbal del Penedès;Bisbal del Penedès, la;430287;43028;Baix Penedès;12;BPE;Tarragona;43;373366;4571043;1.487856184;41.280897407
el Montmell;Montmell, el;la Joncosa del Montmell;Joncosa del Montmell, la;430901;43090;Baix Penedès;12;BPE;Tarragona;43;370471;4574861;1.452484559;41.314821351
Badalona;Badalona;Badalona;Badalona;080155;08015;Barcelonès;13;BAR;Barcelona;08;437012;4589239;2.24587666;41.452263347
Barcelona;Barcelona;Barcelona;Barcelona;080193;08019;Barcelonès;13;BAR;Barcelona;08;431189;4581571;2.177032927;41.382721274
Sant Adrià de Besòs;Sant Adrià de Besòs;Sant Adrià de Besòs;Sant Adrià de Besòs;081944;08194;Barcelonès;13;BAR;Barcelona;08;434677;4586853;2.218173528;41.430585474
